Plane ID,Flight Date,Departure Airport,Arrival Airport,Flight Distance,Flight Time,Fuel Used
N88WR,10/04/2023,las,mdw,,3 hours14 minutes,"1,200 gallons"
N88WR,10/04/2023,mdw,las,,3 hours10 minutes,"1,200 gallons"
N88WR,10/02/2023,mdw,las,,3 hours10 minutes,"1,200 gallons"
N88WR,10/19/2023,las,mdw,,3 hours8 minutes,"1,200 gallons"
N88WR,09/18/2023,teb,hou,,3 hours2 minutes,990 gallons
N88WR,04/08/2024,dal,las,,2 hours44 minutes,"1,000 gallons"
N88WR,04/13/2024,dal,las,,2 hours37 minutes,970 gallons
N88WR,07/27/2023,crp,las,,2 hours37 minutes,860 gallons
N88WR,07/27/2023,las,crp,,2 hours36 minutes,790 gallons
N88WR,08/01/2023,rno,hon,,2 hours30 minutes,780 gallons
N88WR,07/31/2023,las,crp,,2 hours27 minutes,850 gallons
N88WR,04/05/2024,ftw,las,,2 hours26 minutes,910 gallons
N88WR,04/17/2024,ftw,las,,2 hours23 minutes,890 gallons
N88WR,04/25/2024,vny,ftw,,2 hours22 minutes,880 gallons
N88WR,07/31/2023,crp,las,,2 hours22 minutes,880 gallons
N88WR,11/16/2023,aus,las,,2 hours18 minutes,860 gallons
N88WR,05/19/2023,bur,sat,,2 hours18 minutes,860 gallons
N88WR,10/23/2023,las,sat,,2 hours16 minutes,840 gallons
N88WR,05/15/2024,dal,las,,2 hours15 minutes,840 gallons
N88WR,08/01/2023,gjt,tvc,,2 hours12 minutes,820 gallons
N88WR,04/13/2024,las,dal,,2 hours10 minutes,810 gallons
N88WR,12/31/2023,las,dal,,2 hours9 minutes,820 gallons
N88WR,12/29/2023,yvr,yyz,,2 hours9 minutes,840 gallons
N88WR,11/22/2023,aus,las,,2 hours8 minutes,840 gallons
N88WR,11/16/2023,lsv,aus,,2 hours8 minutes,790 gallons
N88WR,04/17/2024,las,ftw,,2 hours6 minutes,780 gallons
N88WR,04/08/2024,las,ads,,2 hours4 minutes,770 gallons
N88WR,11/19/2023,las,aus,,2 hours4 minutes,770 gallons
N88WR,12/31/2023,dal,las,,,750 gallons
N88WR,05/19/2023,sat,las,,1 hour55 minutes,710 gallons
N88WR,05/24/2024,ase,las,,1 hour52 minutes,690 gallons
N88WR,04/05/2024,dvt,ftw,,1 hour51 minutes,690 gallons
N88WR,12/29/2023,las,yvr,,1 hour51 minutes,690 gallons
N88WR,03/13/2024,las,sgu,,1 hour47 minutes,660 gallons
N88WR,05/26/2023,sfo,las,,1 hour38 minutes,610 gallons
N88WR,05/28/2023,oak,las,,1 hour34 minutes,580 gallons
N88WR,03/17/2024,hsh,bys,,1 hour33 minutes,580 gallons
N88WR,04/25/2024,maf,las,,1 hour28 minutes,550 gallons
N88WR,05/28/2023,las,oak,,1 hour28 minutes,550 gallons
N88WR,04/03/2024,mko,,,1 hour26 minutes,530 gallons
N88WR,12/26/2023,las,sjc,,1 hour25 minutes,560 gallons
N88WR,08/09/2023,las,gjt,,1 hour25 minutes,530 gallons
N88WR,10/01/2023,las,vny,,1 hour23 minutes,250 gallons
N88WR,06/02/2023,las,vny,,1 hour23 minutes,480 gallons
N88WR,05/09/2024,bna,iah,,1 hour22 minutes,410 gallons
N88WR,05/20/2024,vny,las,,1 hour21 minutes,500 gallons
N88WR,10/22/2023,bur,las,,1 hour21 minutes,270 gallons
N88WR,08/20/2023,bur,las,,1 hour21 minutes,290 gallons
N88WR,07/10/2023,las,sck,,1 hour21 minutes,500 gallons
N88WR,05/22/2024,las,vny,,1 hour20 minutes,500 gallons
N88WR,04/13/2024,ntk,las,,1 hour20 minutes,500 gallons
N88WR,04/15/2024,bur,las,,1 hour20 minutes,500 gallons
N88WR,09/13/2023,las,oak,,1 hour20 minutes,500 gallons
N88WR,11/22/2023,las,bur,,1 hour19 minutes,520 gallons
N88WR,08/19/2023,las,vny,,1 hour19 minutes,270 gallons
N88WR,09/13/2023,oak,las,,1 hour18 minutes,480 gallons
N88WR,05/21/2023,lax,las,,1 hour18 minutes,280 gallons
N88WR,08/19/2023,vny,las,,1 hour17 minutes,310 gallons
N88WR,05/21/2024,las,lax,,1 hour16 minutes,470 gallons
N88WR,04/15/2024,las,lax,,1 hour16 minutes,470 gallons
N88WR,10/22/2023,lax,rno,,1 hour16 minutes,500 gallons
N88WR,07/01/2023,lax,las,,1 hour16 minutes,230 gallons
N88WR,10/06/2023,sfo,las,,1 hour15 minutes,470 gallons
N88WR,07/01/2023,las,lax,,1 hour15 minutes,240 gallons
N88WR,03/30/2024,vny,vcv,,1 hour14 minutes,460 gallons
N88WR,12/27/2023,lvk,las,,1 hour14 minutes,470 gallons
N88WR,10/21/2023,las,lax,,1 hour14 minutes,280 gallons
N88WR,10/19/2023,lax,las,,1 hour14 minutes,270 gallons
N88WR,08/01/2023,las,rno,,1 hour14 minutes,460 gallons
N88WR,04/29/2024,cny,las,,1 hour13 minutes,450 gallons
N88WR,04/28/2024,hhr,hsh,,1 hour13 minutes,450 gallons
N88WR,03/15/2024,vny,hsh,,1 hour13 minutes,450 gallons
N88WR,07/28/2023,vny,las,,1 hour13 minutes,260 gallons
N88WR,05/26/2023,las,sfo,,1 hour13 minutes,450 gallons
N88WR,03/31/2024,vcv,bld,,1 hour11 minutes,440 gallons
N88WR,10/22/2023,rno,las,,1 hour11 minutes,230 gallons
N88WR,05/22/2024,las,ril,,1 hour10 minutes,430 gallons
N88WR,05/29/2023,bur,las,,1 hour10 minutes,290 gallons
N88WR,05/09/2024,las,hhr,,1 hour9 minutes,430 gallons
N88WR,07/11/2023,sck,las,,1 hour8 minutes,420 gallons
N88WR,07/02/2023,las,bur,,1 hour8 minutes,300 gallons
N88WR,06/02/2023,vny,las,,1 hour8 minutes,370 gallons
N88WR,05/28/2024,las,bur,,1 hour6 minutes,410 gallons
N88WR,05/24/2024,las,ase,,1 hour6 minutes,410 gallons
N88WR,05/09/2024,slc,las,,1 hour6 minutes,410 gallons
N88WR,04/29/2024,hsh,cny,,1 hour6 minutes,410 gallons
N88WR,03/27/2024,bys,cdc,,1 hour6 minutes,410 gallons
N88WR,03/12/2024,pga,gjt,,1 hour6 minutes,410 gallons
N88WR,04/07/2023,lax,las,,1 hour6 minutes,300 gallons
N88WR,03/23/2023,las,bur,,1 hour6 minutes,310 gallons
N88WR,05/22/2024,ril,las,,1 hour5 minutes,400 gallons
N88WR,04/28/2024,las,hhr,,1 hour5 minutes,400 gallons
N88WR,12/22/2023,lax,las,,1 hour5 minutes,440 gallons
N88WR,08/18/2023,sna,las,,1 hour5 minutes,290 gallons
N88WR,05/25/2023,las,hhr,,1 hour5 minutes,300 gallons
N88WR,04/01/2024,bld,cny,,1 hour4 minutes,400 gallons
N88WR,03/12/2024,las,pga,,1 hour4 minutes,400 gallons
N88WR,10/15/2023,lax,las,,1 hour4 minutes,440 gallons
N88WR,05/24/2023,las,lax,,1 hour4 minutes,240 gallons
N88WR,05/21/2024,lax,las,,1 hour3 minutes,390 gallons
N88WR,04/07/2024,las,ntk,,1 hour3 minutes,390 gallons
N88WR,04/02/2024,cny,bld,,1 hour3 minutes,390 gallons
N88WR,03/13/2024,gjt,las,,1 hour3 minutes,390 gallons
N88WR,05/10/2024,sbd,las,,1 hour2 minutes,380 gallons
N88WR,03/15/2024,sgu,vny,,1 hour2 minutes,380 gallons
N88WR,10/31/2023,sjc,cld,,1 hour2 minutes,430 gallons
N88WR,05/20/2024,las,vny,,,380 gallons
N88WR,04/25/2024,ftw,maf,,,380 gallons
N88WR,09/05/2023,las,cma,,,370 gallons
N88WR,08/20/2023,las,bur,,,300 gallons
N88WR,05/15/2023,las,bur,,,320 gallons
N88WR,05/17/2024,sna,las,,60 minutes,370 gallons
N88WR,05/12/2024,las,ont,,60 minutes,370 gallons
N88WR,05/08/2024,vny,slc,,60 minutes,370 gallons
N88WR,07/04/2023,las,vny,,60 minutes,250 gallons
N88WR,04/07/2023,las,lax,,60 minutes,290 gallons
N88WR,07/29/2023,vny,las,,59 minutes,270 gallons
N88WR,05/24/2023,lax,las,,59 minutes,230 gallons
N88WR,04/15/2024,bld,bur,,58 minutes,360 gallons
N88WR,07/18/2023,bur,las,,58 minutes,270 gallons
N88WR,07/18/2023,las,bur,,58 minutes,360 gallons
N88WR,04/04/2024,lsv,dvt,,57 minutes,350 gallons
N88WR,07/28/2023,las,vny,,57 minutes,330 gallons
N88WR,05/22/2024,vny,las,,56 minutes,350 gallons
N88WR,04/07/2024,ntk,las,,56 minutes,350 gallons
N88WR,11/28/2023,las,phx,,55 minutes,340 gallons
N88WR,09/15/2023,dal,hou,,53 minutes,"3,400 gallons"
N88WR,08/09/2023,gjt,las,,53 minutes,290 gallons
N88WR,05/16/2024,las,sna,,52 minutes,320 gallons
N88WR,05/09/2024,las,bur,,52 minutes,320 gallons
N88WR,07/29/2023,las,vny,,52 minutes,250 gallons
N88WR,03/12/2023,las,vny,,52 minutes,320 gallons
N88WR,02/10/2023,las,vny,,52 minutes,320 gallons
N88WR,02/02/2023,las,bur,,52 minutes,320 gallons
N88WR,01/30/2023,sna,las,,52 minutes,330 gallons
N88WR,04/02/2024,bld,vgt,,51 minutes,320 gallons
N88WR,08/18/2023,las,sna,,51 minutes,230 gallons
N88WR,03/12/2023,vny,las,,51 minutes,320 gallons
N88WR,05/10/2024,las,sbd,,50 minutes,310 gallons
N88WR,07/04/2023,vny,las,,50 minutes,320 gallons
N88WR,03/12/2023,lax,las,,50 minutes,310 gallons
N88WR,10/31/2023,las,sjc,,49 minutes,320 gallons
N88WR,10/22/2023,las,bur,,49 minutes,290 gallons
N88WR,09/25/2023,las,lax,,49 minutes,310 gallons
N88WR,03/10/2023,lax,las,,49 minutes,300 gallons
N88WR,02/01/2023,las,sna,,49 minutes,300 gallons
N88WR,03/28/2024,cdc,hsh,,48 minutes,300 gallons
N88WR,01/18/2024,las,bur,,48 minutes,300 gallons
N88WR,04/16/2024,lax,las,,48 minutes,300 gallons
N88WR,11/22/2023,bur,las,,48 minutes,300 gallons
N88WR,10/31/2023,cld,las,,48 minutes,300 gallons
N88WR,02/12/2023,las,bur,,48 minutes,300 gallons
N88WR,12/22/2023,las,lax,,47 minutes,330 gallons
N88WR,10/31/2023,bur,las,,47 minutes,300 gallons
N88WR,10/05/2023,las,sfo,,47 minutes,320 gallons
N88WR,03/12/2023,las,lax,,47 minutes,290 gallons
N88WR,05/10/2024,vny,las,,46 minutes,290 gallons
N88WR,07/02/2023,bur,las,,46 minutes,310 gallons
N88WR,03/10/2023,vny,las,,46 minutes,290 gallons
N88WR,02/13/2023,las,vny,,46 minutes,290 gallons
N88WR,02/12/2023,vny,las,,46 minutes,290 gallons
N88WR,05/13/2024,ont,las,,45 minutes,280 gallons
N88WR,05/09/2024,bur,vny,,45 minutes,280 gallons
N88WR,10/31/2023,las,bur,,45 minutes,300 gallons
N88WR,10/30/2023,las,hhr,,45 minutes,280 gallons
N88WR,10/01/2023,vny,las,,45 minutes,330 gallons
N88WR,09/29/2023,las,vny,,45 minutes,280 gallons
N88WR,07/31/2023,bur,las,,45 minutes,270 gallons
N88WR,05/25/2023,hhr,las,,45 minutes,310 gallons
N88WR,02/01/2023,sna,las,,45 minutes,280 gallons
N88WR,01/31/2023,bur,las,,45 minutes,280 gallons
N88WR,04/12/2024,las,ntk,,44 minutes,270 gallons
N88WR,03/10/2023,las,vny,,44 minutes,270 gallons
N88WR,03/07/2023,lax,las,,44 minutes,270 gallons
N88WR,03/07/2023,las,lax,,44 minutes,270 gallons
N88WR,02/13/2023,vny,las,,44 minutes,270 gallons
N88WR,01/31/2023,las,bur,,44 minutes,270 gallons
N88WR,01/02/2024,las,bur,,43 minutes,270 gallons
N88WR,09/25/2023,lax,las,,43 minutes,270 gallons
N88WR,02/13/2023,las,bur,,43 minutes,270 gallons
N88WR,02/12/2023,las,vny,,43 minutes,270 gallons
N88WR,02/10/2023,las,vny,,43 minutes,270 gallons
N88WR,01/30/2023,lax,las,,43 minutes,270 gallons
N88WR,02/12/2023,bur,las,,42 minutes,260 gallons
N88WR,11/14/2023,las,luf,,41 minutes,250 gallons
N88WR,01/30/2023,las,sna,,41 minutes,250 gallons
N88WR,02/10/2023,vny,las,,40 minutes,250 gallons
N88WR,02/10/2023,vny,las,,38 minutes,240 gallons
N88WR,02/03/2023,bur,las,,38 minutes,240 gallons
N88WR,01/03/2024,bur,las,,37 minutes,230 gallons
N88WR,10/14/2023,nxp,lax,,37 minutes,230 gallons
N88WR,02/13/2023,bur,las,,37 minutes,230 gallons
N88WR,,,,"TheGulfstream Vowned bySteve Wynnhas a range of over 6,535 miles","TheGulfstream Vowned bySteve Wynnhas a range of over 6,535 miles, travels at 562 mph and can remain airbone for almost 11 hours",
N151SD,,,,,,
N151SD,03/17/2024,tgd,tiv,"8 hours49 minutesFloyd Mayweathertravels in aGulfstream IVprivate plane that can travel for more than 8 hours, travels at 509 mph and has a range of close to 4,400 miles",8 hours49 minutesFloyd Mayweathertravels in aGulfstream IVprivate plane that can travel for more than 8 hours,
N151SD,09/04/2023,atl,bqh,,8 hours35 minutes,"3,800 gallons"
N151SD,09/04/2023,bqh,atl,,8 hours35 minutes,"3,800 gallons"
N151SD,05/04/2024,stn,teb,,7 hours45 minutes,"3,500 gallons"
N151SD,05/03/2024,dxb,stn,,7 hours41 minutes,"3,400 gallons"
N151SD,07/08/2023,teb,lbg,,7 hours34 minutes,"3,400 gallons"
N151SD,02/27/2024,opf,gcw,,7 hours12 minutes,"3,200 gallons"
N151SD,03/04/2024,teb,kef,,6 hours48 minutes,"3,000 gallons"
N151SD,10/16/2023,stn,bgr,,6 hours33 minutes,"3,200 gallons"
N151SD,05/05/2024,teb,las,,6 hours17 minutes,"2,800 gallons"
N151SD,10/14/2023,lga,stn,,5 hours47 minutes,"3,400 gallons"
N151SD,08/09/2023,vny,koa,,5 hours47 minutes,"2,800 gallons"
N151SD,07/20/2023,nce,teb,,5 hours47 minutes,"3,800 gallons"
N151SD,06/30/2023,ewr,bur,,5 hours47 minutes,"2,700 gallons"
N151SD,06/29/2023,teb,vny,,5 hours47 minutes,"2,600 gallons"
N151SD,06/28/2023,vny,teb,,5 hours47 minutes,"2,800 gallons"
N151SD,05/10/2023,vny,sju,,5 hours47 minutes,"3,100 gallons"
N151SD,08/24/2023,fll,pmd,,5 hours33 minutes,"2,700 gallons"
N151SD,03/05/2024,kef,kef,,5 hours30 minutes,"2,500 gallons"
N151SD,03/01/2024,vny,teb,,5 hours30 minutes,"2,500 gallons"
N151SD,03/11/2024,stn,tlv,,5 hours27 minutes,"2,400 gallons"
N151SD,07/07/2023,las,teb,,5 hours26 minutes,"2,500 gallons"
N151SD,07/20/2023,teb,las,,5 hours23 minutes,"2,500 gallons"
N151SD,04/27/2023,opf,las,,5 hours17 minutes,"2,500 gallons"
N151SD,11/07/2023,opf,las,,5 hours14 minutes,"2,500 gallons"
N151SD,08/13/2023,vny,,,5 hours13 minutes,"2,500 gallons"
N151SD,06/01/2023,las,fok,,5 hours13 minutes,"2,300 gallons"
N151SD,08/22/2023,ins,fll,,5 hours4 minutes,"2,300 gallons"
N151SD,11/06/2023,vny,opf,,,"2,200 gallons"
N151SD,11/05/2023,opf,vny,,,"2,400 gallons"
N151SD,10/20/2023,las,opf,,,"2,200 gallons"
N151SD,01/11/2024,las,opf,,4 hours57 minutes,"2,300 gallons"
N151SD,05/22/2023,opf,las,,4 hours54 minutes,"2,100 gallons"
N151SD,12/19/2023,opf,las,,4 hours53 minutes,"2,200 gallons"
N151SD,10/14/2023,lax,atl,,4 hours46 minutes,"2,100 gallons"
N151SD,10/05/2023,ins,fxe,,4 hours36 minutes,"2,200 gallons"
N151SD,05/17/2023,opf,vny,,4 hours35 minutes,"2,300 gallons"
N151SD,10/15/2023,tlv,tlv,,4 hours34 minutes,"2,200 gallons"
N151SD,08/28/2023,pmd,opf,,4 hours33 minutes,"2,100 gallons"
N151SD,06/18/2023,opf,las,,4 hours31 minutes,"2,100 gallons"
N151SD,05/18/2023,vny,opf,,4 hours30 minutes,"2,200 gallons"
N151SD,10/15/2023,stn,tlv,,4 hours20 minutes,"2,100 gallons"
N151SD,07/03/2023,iad,las,,4 hours7 minutes,"1,900 gallons"
N151SD,07/29/2023,enw,las,,3 hours31 minutes,"1,600 gallons"
N151SD,07/29/2023,las,enw,,3 hours24 minutes,"1,500 gallons"
N151SD,07/01/2023,mdw,las,,3 hours18 minutes,"1,500 gallons"
N151SD,03/19/2024,bom,bom,,3 hours6 minutes,"1,400 gallons"
N151SD,02/20/2024,cnu,wjf,,3 hours12 minutes,"1,300 gallons"
N151SD,06/02/2023,fok,opf,,2 hours45 minutes,"1,200 gallons"
N151SD,08/26/2023,dal,pmd,,2 hours44 minutes,"1,200 gallons"
N151SD,02/18/2024,bld,cnu,,2 hours29 minutes,"1,100 gallons"
N151SD,08/24/2023,bur,dal,,2 hours27 minutes,"1,100 gallons"
N151SD,01/06/2023,mdw,rsw,,2 hours15 minutes,"1,000 gallons"
N151SD,09/04/2023,bdh,atl,,2 hours13 minutes,"1,100 gallons"
N151SD,09/04/2023,opf,atl,,1 hour54 minutes,920 gallons
N151SD,07/10/2023,nap,qlt,,1 hour53 minutes,860 gallons
N151SD,01/05/2023,ewr,mdw,,1 hour50 minutes,830 gallons
N151SD,07/04/2023,bfi,las,,1 hour49 minutes,890 gallons
N151SD,10/13/2023,atl,lga,,1 hour47 minutes,830 gallons
N151SD,05/13/2023,sju,myg,,1 hour44 minutes,780 gallons
N151SD,03/15/2024,tlv,tlv,,1 hour38 minutes,730 gallons
N151SD,05/13/2023,myg,wtd,,1 hour35 minutes,710 gallons
N151SD,01/05/2023,ych,yyz,,1 hour32 minutes,710 gallons
N151SD,05/28/2024,las,vny,,1 hour30 minutes,670 gallons
N151SD,,ath,smi,,1 hour30 minutes,670 gallons
N151SD,07/18/2023,lbg,nce,,1 hour28 minutes,660 gallons
N151SD,05/04/2023,vny,las,,1 hour18 minutes,650 gallons
N151SD,02/21/2024,wjf,bys,,1 hour14 minutes,550 gallons
N151SD,05/07/2024,las,vny,,1 hour13 minutes,540 gallons
N151SD,05/26/2024,vny,las,,1 hour11 minutes,530 gallons
N151SD,01/03/2024,vny,las,,1 hour11 minutes,540 gallons
N151SD,02/16/2024,ede,myr,,1 hour8 minutes,340 gallons
N151SD,05/18/2024,vny,las,,1 hour7 minutes,500 gallons
N151SD,03/07/2024,lys,stn,,1 hour7 minutes,500 gallons
N151SD,05/25/2024,las,vny,,1 hour3 minutes,470 gallons
N151SD,11/15/2023,vny,tus,,1 hour3 minutes,580 gallons
N151SD,05/28/2024,vny,las,,,450 gallons
N151SD,01/03/2024,las,vny,,60 minutes,450 gallons
N151SD,08/20/2023,lax,ins,,59 minutes,440 gallons
N151SD,07/03/2023,bur,las,,56 minutes,420 gallons
N151SD,02/28/2024,las,vny,,54 minutes,400 gallons
N151SD,06/29/2023,vny,las,,52 minutes,390 gallons
N151SD,10/12/2023,las,lax,,49 minutes,430 gallons
N151SD,08/20/2023,ins,lax,,49 minutes,370 gallons
N151SD,04/25/2023,rsw,opf,,48 minutes,360 gallons
N151SD,09/21/2023,vny,sjc,,47 minutes,350 gallons
N151SD,08/19/2023,las,vny,,47 minutes,350 gallons
N151SD,05/05/2023,las,vny,,47 minutes,350 gallons
N151SD,04/27/2023,las,vny,,47 minutes,390 gallons
N151SD,11/30/2023,las,vny,,44 minutes,330 gallons
N151SD,06/21/2023,las,vny,,44 minutes,330 gallons
N151SD,08/20/2023,vny,ins,,41 minutes,310 gallons
N151SD,08/17/2023,pmd,las,,40 minutes,300 gallons
N151SD,06/30/2023,las,vcv,,39 minutes,290 gallons
N151SD,06/30/2023,ral,las,,37 minutes,280 gallons
N151SD,10/24/2023,vny,bfl,,35 minutes,310 gallons
N151SD,08/09/2023,koa,,,33 minutes,250 gallons
N151SD,08/16/2023,sna,pmd,,31 minutes,210 gallons
N151SD,,,,"Floyd Mayweathertravels in aGulfstream IVprivate plane that can travel for more than 8 hours, travels at 509 mph and has a range of close to 4,400 miles",Floyd Mayweathertravels in aGulfstream IVprivate plane that can travel for more than 8 hours,
N1969C,,,,,,
N1969C,11/06/2023,nrt,bqh,"Diddytravels at about 550 mph, has a range of over 6,535 miles","Diddytravels at about 550 mph, has a range of over 6,535 miles and can fly for 12 hours",
N1969C,05/24/2024,sjc,flr,,11 hours24 minutes,"4,200 gallons"
N1969C,11/05/2023,vny,nrt,,10 hours4 minutes,"3,700 gallons"
N1969C,04/06/2024,hnm,ftw,,8 hours36 minutes,"3,200 gallons"
N1969C,09/04/2023,mrs,bgr,,6 hours48 minutes,"2,400 gallons"
N1969C,04/03/2024,vny,hnm,,6 hours9 minutes,"2,200 gallons"
N1969C,08/30/2023,mot,mrs,,5 hours47 minutes,"3,700 gallons"
N1969C,11/26/2023,koa,vny,,5 hours30 minutes,"2,100 gallons"
N1969C,02/19/2024,vny,hwo,,5 hours23 minutes,"2,700 gallons"
N1969C,05/28/2024,sjc,fll,,5 hours8 minutes,"1,900 gallons"
N1969C,09/04/2023,bgr,sna,,5 hours2 minutes,"1,900 gallons"
N1969C,,teb,vny,,4 hours56 minutes,"1,800 gallons"
N1969C,12/17/2023,vny,ogg,,4 hours55 minutes,"1,900 gallons"
N1969C,10/20/2023,vny,iad,,4 hours54 minutes,"1,600 gallons"
N1969C,05/22/2024,vny,teb,,4 hours53 minutes,"1,800 gallons"
N1969C,12/19/2023,ogg,vny,,4 hours48 minutes,"1,800 gallons"
N1969C,03/06/2024,lfk,eis,,4 hours42 minutes,"1,700 gallons"
N1969C,09/05/2023,sna,teb,,4 hours42 minutes,"1,900 gallons"
N1969C,11/19/2023,wjf,ito,,4 hours41 minutes,"1,900 gallons"
N1969C,01/28/2024,mmu,wjf,,4 hours39 minutes,"1,700 gallons"
N1969C,10/25/2023,opf,vny,,4 hours33 minutes,"1,700 gallons"
N1969C,10/11/2023,opf,vny,,4 hours30 minutes,"1,800 gallons"
N1969C,05/15/2024,opf,vny,,4 hours25 minutes,"1,600 gallons"
N1969C,05/14/2024,vny,opf,,4 hours24 minutes,"1,600 gallons"
N1969C,02/26/2024,las,bim,,4 hours24 minutes,"1,600 gallons"
N1969C,10/05/2023,vny,opf,,4 hours17 minutes,"1,700 gallons"
N1969C,03/24/2024,edw,ykf,,4 hours14 minutes,"1,600 gallons"
N1969C,02/13/2024,btr,vny,,4 hours7 minutes,"1,500 gallons"
N1969C,11/17/2023,clw,wjf,,4 hours4 minutes,"1,500 gallons"
N1969C,10/15/2023,opf,dag,,4 hours4 minutes,"1,500 gallons"
N1969C,08/25/2023,psp,mge,,3 hours58 minutes,"1,600 gallons"
N1969C,08/28/2023,mge,wjf,,3 hours52 minutes,"1,500 gallons"
N1969C,11/15/2023,bur,clw,,3 hours49 minutes,"1,400 gallons"
N1969C,01/17/2024,sna,atl,,3 hours43 minutes,"1,400 gallons"
N1969C,09/24/2023,lgc,vny,,3 hours39 minutes,"1,500 gallons"
N1969C,05/08/2024,sjc,mci,,3 hours29 minutes,"1,300 gallons"
N1969C,02/28/2024,ara,vny,,3 hours21 minutes,"1,200 gallons"
N1969C,03/30/2024,bna,bys,,3 hours18 minutes,"1,200 gallons"
N1969C,03/06/2024,oak,lfk,,3 hours17 minutes,"1,200 gallons"
N1969C,03/21/2024,fep,pmd,,3 hours16 minutes,"1,200 gallons"
N1969C,10/08/2023,msp,opf,,3 hours16 minutes,990 gallons
N1969C,10/07/2023,opf,msp,,3 hours16 minutes,"1,000 gallons"
N1969C,03/10/2024,vnc,hve,,3 hours15 minutes,"1,200 gallons"
N1969C,05/11/2024,mci,sjc,,3 hours14 minutes,"1,100 gallons"
N1969C,04/26/2024,sjc,frm,,3 hours17 minutes,"1,100 gallons"
N1969C,03/19/2024,och,fep,,2 hours41 minutes,"1,000 gallons"
N1969C,03/16/2024,szp,bbd,,2 hours39 minutes,990 gallons
N1969C,03/10/2024,eis,eis,,2 hours31 minutes,940 gallons
N1969C,10/13/2023,opf,yip,,2 hours29 minutes,790 gallons
N1969C,08/30/2023,wjf,mot,,2 hours28 minutes,920 gallons
N1969C,10/14/2023,yip,opf,,2 hours24 minutes,890 gallons
N1969C,02/07/2024,gjt,aiv,,2 hours14 minutes,830 gallons
N1969C,04/11/2024,vny,yvr,,2 hours11 minutes,810 gallons
N1969C,04/26/2024,frm,lwl,,2 hours5 minutes,780 gallons
N1969C,10/12/2023,vny,trm,,2 hours5 minutes,"1,000 gallons"
N1969C,02/13/2024,azo,btr,,,750 gallons
N1969C,10/20/2023,iad,opf,,1 hour57 minutes,730 gallons
N1969C,02/17/2024,bng,vny,,1 hour54 minutes,710 gallons
N1969C,06/30/2023,isp,lan,,1 hour50 minutes,680 gallons
N1969C,02/14/2024,vny,lvs,,1 hour49 minutes,680 gallons
N1969C,03/30/2024,lch,xcm,,1 hour47 minutes,540 gallons
N1969C,09/21/2023,iad,mge,,1 hour37 minutes,380 gallons
N1969C,04/08/2024,ftw,pga,,1 hour32 minutes,570 gallons
N1969C,04/12/2024,btf,vny,,1 hour27 minutes,540 gallons
N1969C,02/29/2024,phx,oak,,1 hour24 minutes,520 gallons
N1969C,02/09/2024,aiv,azo,,1 hour24 minutes,520 gallons
N1969C,02/15/2024,rui,bng,,1 hour19 minutes,490 gallons
N1969C,05/11/2024,sjc,vny,,1 hour18 minutes,480 gallons
N1969C,02/24/2024,dag,vny,,1 hour11 minutes,440 gallons
N1969C,02/02/2024,wjf,hsh,,1 hour7 minutes,420 gallons
N1969C,05/08/2024,vny,sjc,,1 hour6 minutes,410 gallons
N1969C,04/12/2024,myl,btf,,1 hour6 minutes,410 gallons
N1969C,02/19/2024,pmd,bdg,,1 hour6 minutes,410 gallons
N1969C,03/11/2024,hve,szp,,1 hour5 minutes,400 gallons
N1969C,02/15/2024,lvs,rui,,1 hour4 minutes,400 gallons
N1969C,11/15/2023,vny,tus,,1 hour3 minutes,580 gallons
N1969C,02/29/2024,vny,phx,,1 hour2 minutes,380 gallons
N1969C,01/28/2024,iln,mmu,,60 minutes,370 gallons
N1969C,04/09/2024,pga,vny,,59 minutes,370 gallons
N1969C,01/27/2024,atl,iln,,59 minutes,370 gallons
N1969C,05/24/2024,vny,sjc,,58 minutes,360 gallons
N1969C,04/12/2024,yvr,yyz,,58 minutes,360 gallons
N1969C,02/25/2024,vny,las,,58 minutes,360 gallons
N1969C,02/07/2024,hsh,gjt,,58 minutes,360 gallons
N1969C,08/19/2023,ntd,hsh,,56 minutes,350 gallons
N1969C,03/25/2024,mod,udd,,55 minutes,340 gallons
N1969C,02/24/2024,gcn,dag,,54 minutes,340 gallons
N1969C,08/23/2023,hsh,vny,,54 minutes,340 gallons
N1969C,02/17/2024,vny,pmd,,49 minutes,300 gallons
N1969C,09/21/2023,teb,iad,,47 minutes,300 gallons
N1969C,12/10/2023,oar,fat,,46 minutes,190 gallons
N1969C,03/19/2024,lga,dxr,,44 minutes,220 gallons
N1969C,01/03/2024,san,sna,,44 minutes,290 gallons
N1969C,12/14/2023,vny,las,,44 minutes,270 gallons
N1969C,09/24/2023,mge,lgc,,44 minutes,220 gallons
N1969C,12/14/2023,las,vny,,41 minutes,250 gallons
N1969C,12/11/2023,fat,vny,,35 minutes,220 gallons
N1969C,01/01/2024,vny,san,,34 minutes,210 gallons
N1969C,11/25/2023,ito,koa,,32 minutes,270 gallons
N1969C,08/25/2023,vny,psp,,32 minutes,200 gallons
N1969C,10/15/2023,dag,vny,,30 minutes,190 gallons
N1969C,,,,"Diddytravels at about 550 mph, has a range of over 6,535 miles","Diddytravels at about 550 mph, has a range of over 6,535 miles and can fly for 12 hours",
N810KJ,,,,,,
N810KJ,,cma,lbg,,12 hours19 minutes,
